q1_age,q11_appnum,q12_freeapppc,q48_edu,q49_marital,q50r1_nochild,q50r2_inftod,q50r3_6_12,q50r4_13_17,q50r5_adult,q56_income,q57_mf,q13_visitfreq_social,q13_visitfreq_music,q13_visitfreq_video,q24_tech_posatt,q24_tech_enter,q24_tech_comm,q24_tech_negatv,q25_prsnlty_leader,q25_prsnlty_risk,q25_prsnlty_drive,q25_prsnlty_follower,q26_shopsavvy_bargain,q26_shopsavvy_brands,q26_shopsavvy_earn2spend,q26_shopsavvy_applover,q26_shopsavvy_children,q2_apple,q2_andriod,q2_windows,q2_tablet,q2_other,q4_use_music_apps,q4_use_tv_apps,q4_use_game_apps,q4_use_social_apps,q4_use_news_apps,q4_use_shop_apps,q4_use_none_apps,q54_white,q54_black,q54_asian,q54_hawai,q54_native,q54_other,q55_latino,X,Y
2,2,5,4,2,1,0,0,0,0,5,1,3,3.5,2.75,2.4,2.5,3.6666666666666665,2,1.2,3,2.5,6,3,2.6,4.333333333333333,4.4,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,21.93138233905371,18.279407978049992
2,1,6,3,2,1,0,0,0,0,3,0,2.75,1.75,1.5,2.6,1,1,6,1,3.5,3,6,1,4,5.333333333333333,4,6,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.7875116153520412,-0.40016845831841047
1,0,6,1,2,1,0,0,0,0,4,0,3.25,4,3,2.8,2.5,4,2.5,2.8,5,2.75,4,3.5,4,3.6666666666666665,4.8,6,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-9.78770528585105,4.110590861436136
9,0,6,2,4,0,0,0,0,1,4,1,3.25,4,4,3.6,4,4,3.5,2.6,3.5,2,5,3,4.4,3.6666666666666665,6,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-40.767226861262145,-0.7203419876441938
2,3,4,2,2,1,0,0,0,0,7,1,2,2.75,2.25,2,3,2,3.5,1.6,4,2.5,4,3,3.6,3,3,3,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-3.078022685991789,5.0275654360187865
6,4,5,6,1,0,1,1,0,0,14,1,2.5,3,2.5,2.4,2.5,2.3333333333333335,4.5,2.6,4.5,2,4,3.5,3.2,3.6666666666666665,3.6,4,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0.6692477721547551,-11.48185503166923
4,2,5,2,1,1,0,0,0,0,2,0,2.75,2.25,3.75,3.2,2,3.6666666666666665,3.5,2.6,4.5,2.75,2,2,3.2,3,2.2,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,37.57520940639718,-0.6192482668592716
5,1,4,1,1,0,1,0,0,0,8,0,3,4,3.25,2.2,2.5,3.3333333333333335,2.5,1.8,4,3,2,3,2.6,2.6666666666666665,3.2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-43.87899223367883,1.6017021898516635
2,2,3,3,2,1,0,0,0,0,4,1,2.5,3,1.5,1.8,2.5,3.3333333333333335,3,1.4,3.5,2.75,4,2,2.6,3,4.2,5,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,23.432054969480205,16.782850153717114
4,4,4,5,2,1,0,0,0,0,10,0,1.25,1.25,1.25,1.4,2,1.3333333333333333,1,1,2,1.25,2,2,1.2,1.3333333333333333,1.6,2,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,13.878347079407114,-2.1739444501901275
6,4,5,4,1,0,0,1,1,0,10,0,2.5,3.25,2.25,2.8,1.5,2.3333333333333335,2.5,2.2,5,3,5,2,4.4,4.333333333333333,3.8,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-8.605163098402473,-10.689630877843754
2,2,3,4,2,1,0,0,0,0,3,1,3.25,4,3.25,1,1,1,1,0.8,1.5,1,1,1,1,1,1.2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17.553697551881427,-7.11436338776278
8,2,3,3,3,0,0,0,1,1,4,1,2.25,1.75,2.75,2,2,1.6666666666666667,5,1.8,4,3.25,5,2,2.8,4.333333333333333,4.4,5,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,21.176140955574915,-19.277140739725347
8,0,6,4,1,0,1,1,0,1,14,0,2.75,3.75,3.5,2.2,4,3,5,1.8,5,2.5,6,2,5,5,6.6,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-42.672998240780004,-1.2678193580833186
6,4,4,2,3,1,0,0,0,0,11,1,2.5,3,2.75,1.4,2.5,2,2,1.6,3.5,2.75,5,3,3.2,3.3333333333333335,3,3,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4.245143487720278,6.0649599194903
3,4,4,4,2,1,0,0,0,0,2,1,3.25,1.75,1.5,1.4,1,3,5,2.6,3.5,3,5,1,2.8,3.3333333333333335,2.4,6,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,-1.4291297970470478,9.255084161562014
3,3,4,3,1,0,1,1,0,0,5,1,3.25,4,1.25,2.4,2.5,1.6666666666666667,4.5,0.8,1.5,2,5,2.5,3.8,4.666666666666667,3.4,4,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-2.656482191645991,-20.416557487744246
9,1,4,2,1,0,0,0,0,1,5,1,1.5,2.5,2.5,2.4,2,2,5,1.4,3,1.75,6,1.5,2.4,1,1.6,2,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,-22.204036844330446,-16.52078373213146
2,3,2,3,3,0,0,1,0,0,10,1,2.5,2.75,2.5,2.6,5,4,3,3.4,6,4.75,1,3,3,2.6666666666666665,4.2,5,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-39.29256025322735,0.5655860189867595
2,3,4,4,2,1,0,0,0,0,13,1,3,2,1.25,1.4,2,1,3.5,1.8,3.5,2.25,4,1.5,3.2,2.3333333333333335,2.8,5,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,23.788626525770002,15.384330724490258
3,3,3,4,3,1,0,0,0,0,6,1,2.75,2.25,3,2.8,3,2.6666666666666665,3,1.6,3,2,2,3,2.8,3,3.4,3,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,7.730669163690296,-4.267707287211936
5,4,5,3,1,1,0,0,0,0,10,0,2.25,3.75,3.25,3,1,1.3333333333333333,4.5,2.2,4,3.25,4,1.5,4.2,4.666666666666667,4.2,6,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,2.3514223341112945,11.87751369929789
8,4,4,6,2,1,0,0,0,0,13,0,2.5,3.5,3,2.8,1,2,4,2.2,4,1.75,5,3,3,3.3333333333333335,3.8,5,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,7.805203359195166,9.535571974485087
5,3,6,2,1,1,0,0,0,0,10,0,3.25,3.75,3.5,1.4,2,2.3333333333333335,3.5,2.2,2.5,1.75,6,2.5,2.6,1.6666666666666667,5,6,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-5.942093575467412,-0.1666572373991131
5,2,2,4,1,0,0,0,1,0,10,0,3.25,2.5,2.5,2,2,2,2,1.6,3,2,2,2,2,2,2.4,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,12.151308742838118,-8.161506068216514
7,2,5,4,1,0,0,1,1,1,9,0,1.75,2,1.5,2,2,3,1.5,2.2,4.5,3,5,2.5,4,3.6666666666666665,4.8,2,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-10.105367369243142,-12.832180901314004
8,2,2,3,3,1,0,0,0,0,11,0,2.5,4,3.25,2.6,3,3.6666666666666665,4,3,5.5,4,4,3.5,4,4,4.8,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0.3364383728797304,26.91035789706914
4,3,3,4,1,0,1,0,0,0,10,0,3,3.5,2.75,2,1,1.3333333333333333,3,1.6,3,3,4,2.5,4,3.3333333333333335,2.8,3,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,6.766273296747735,30.30483908629754
9,2,3,4,1,0,0,1,0,0,2,1,1.75,2.25,3.5,3,5.5,3,3,3.4,3.5,3.75,2,3.5,4.2,5,3.4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-19.52239312956624,17.237384452890222
9,3,4,4,1,0,0,0,0,1,7,0,1.25,1.5,1.25,2,2,2,2,1.6,3,1.75,2,2,2,2.3333333333333335,3.2,2,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,22.670375759151696,-9.901603702959362
4,1,2,6,1,1,0,0,0,0,6,1,2.25,2.75,3.25,2,2,2,5,2.2,4,2,5,2,2.8,2,3.6,2,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-14.428447885309977,2.6514267106516978
3,2,6,1,3,1,0,0,0,0,1,0,3.5,2.5,2.75,3.2,3,2.6666666666666665,4,2.8,5,3.25,2,3,4,2.6666666666666665,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.5970599776275276,24.560050666995775
2,4,4,2,2,1,0,0,0,0,4,1,1,1.5,1.75,1.6,3.5,1.3333333333333333,2,1.4,4,2,3,4,2.8,2.3333333333333335,2.6,3,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,18.529184819980987,-13.678497984006832
3,3,4,3,2,1,0,0,0,0,4,0,3.25,3.5,3.25,2.8,1.5,1.6666666666666667,3,1,1.5,2,6,3.5,4.6,4,4.8,6,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3.267187939606476,27.126951326780837
2,3,5,2,2,1,0,0,0,0,11,0,2.75,3.75,2.5,2.6,3.5,3,2.5,2,3.5,2.75,1,3.5,3,3.3333333333333335,4.6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-17.206387042895347,13.426438809374929
3,3,6,4,2,1,0,0,0,0,12,0,3.25,3.25,3.5,2.8,3,1.6666666666666667,1,1,1.5,1.5,6,1,3,5,5,6,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-3.7427096524758694,1.344031864085472
4,3,6,2,4,0,1,0,0,0,3,0,2.5,1.75,3.25,2,2,2,2,1.4,2,1.75,6,3.5,3.4,3.6666666666666665,3.6,3,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1.525839440394697,-19.905474266984726
7,2,6,3,4,0,0,0,0,1,3,1,2.75,3.25,3,1.6,1,2.3333333333333335,4,2.2,5,2.5,4,1.5,3.4,4.333333333333333,3.6,3,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,-25.915519067445423,-17.61626944124219
8,4,6,1,1,0,0,0,0,1,1,1,2,3,3,1.6,2,5,2.5,2.8,3.5,3.25,5,4,4,3.6666666666666665,3.8,4,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-26.180931611758734,-7.441171236640744
7,4,4,4,1,0,0,0,1,1,9,0,1,1,3.25,1,1,1,6,1.8,1.5,1,6,1,2.4,3.3333333333333335,1.2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-16.87138423292519,-9.0097954320323
2,4,3,4,3,1,0,0,0,0,7,0,2,1.75,1.5,2.8,1,1,4,1.6,2.5,3,2,1,1.6,2.3333333333333335,1.4,6,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,21.85666735900976,-2.8057336706649947
9,4,4,6,1,0,0,0,0,1,14,1,2.5,3.75,3.25,2,1,1,3,2,3.5,1.75,6,4,2.2,3.3333333333333335,3.4,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-20.82488448196347,-4.080493529595653
8,3,5,5,1,0,0,0,1,0,14,0,3,3.25,3.5,4,2.5,3,4,2,3,2,6,3,3.8,4.666666666666667,4,3,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-15.209570011476188,-4.7517642748969
2,4,5,4,2,1,0,0,0,0,6,1,3,3.75,1.75,2.6,1.5,2.3333333333333335,4.5,2.6,5,2,6,3.5,4,3.3333333333333335,3,6,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-1.771841683977753,8.272623741141608
2,4,3,2,1,1,0,0,0,0,4,1,2.5,3.5,3.25,2.2,1.5,1.6666666666666667,5,1.4,3,2,5,1.5,2.2,1.6666666666666667,1.6,6,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,6.865582441091167,24.212368371394742
5,0,6,2,2,1,0,0,0,0,4,1,1,1,1,3,3,3,3,2.4,4.5,3,3,3,3,3,3.6,3,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0427471225298388,-34.89113025340292
5,3,5,4,1,0,1,1,0,0,13,1,2.25,3.5,2.5,2.4,2,2.3333333333333335,2,1.6,2.5,1.75,5,1.5,3.8,3.3333333333333335,5,3,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.7228143931653161,-19.52163053918912
2,2,4,4,1,1,0,0,0,0,2,0,1.75,3.75,2.75,1.8,2.5,2.3333333333333335,5.5,1.8,4.5,2.5,3,3,3.4,3.6666666666666665,3.8,4,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-2.6254771773492345,4.810933343693488
6,0,5,6,2,1,0,0,0,0,9,1,4,4,2.5,3,3.5,3.6666666666666665,2,1.6,5.5,3,6,3,3.6,2.6666666666666665,6.2,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-41.06881566840717,0.4449998677564112
4,4,6,3,4,0,1,0,0,0,4,0,2.5,3.25,3,1.2,1.5,1.6666666666666667,5.5,3.2,6,4,4,4,3.6,4.666666666666667,3.8,4,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,5.867367934083388,31.492776735555463
2,3,5,1,2,1,0,0,0,0,6,1,1,1.25,1,1,1,1,1,0.8,1.5,1,1,1,1,1,1.2,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,14.281880813208746,-4.339593391581002
7,3,4,4,3,0,0,1,0,0,11,1,1.5,3.25,2.5,2.4,1,1,6,1,2.5,1.25,6,1.5,2,2.6666666666666665,2.6,6,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-1.4407701273872524,-9.112408285199123
9,0,5,5,1,0,0,0,0,1,12,0,3,2.5,2.75,3,2,1.6666666666666667,4,1.2,1.5,1.25,6,4.5,3.6,5.333333333333333,4,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,-20.122292723720264,0.6930480677124218
7,0,6,3,4,1,0,0,0,0,7,0,2.5,2.5,2.25,1.4,1,1,6,0.8,1.5,2.75,6,1,2,2,2.2,6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16.315086505008924,-15.959528387448982
10,2,3,4,1,0,0,0,0,1,13,0,4,3.25,2.5,3.4,2.5,3.6666666666666665,3,2.4,4.5,1.5,5,3.5,5,4.333333333333333,4.8,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-24.664859917061097,-2.2554615580845216
9,1,5,4,1,0,0,0,1,0,8,0,1.75,3.25,3,2.8,3,2.3333333333333335,5,1.6,4.5,3,6,3,3,3.3333333333333335,4.4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-15.000075558473428,-10.243178417414589
10,1,6,4,4,0,0,0,0,1,5,1,3.25,4,3.5,2.6,2.5,2.3333333333333335,1,1.6,1.5,2.25,6,3,5.4,5.333333333333333,6.8,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-26.236244726265646,-14.152849146640476
7,3,4,6,2,1,0,0,0,0,12,1,2,3.25,2,2.2,2,2,4.5,1.6,3,2.25,5,3,2.4,2.3333333333333335,3.2,5,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2.9505709030128977,-4.440001044783184
8,4,5,4,4,0,0,0,0,1,10,1,3.25,3.5,3.5,3.2,2,2.6666666666666665,3,1.6,3.5,1.75,6,3.5,2.8,3.3333333333333335,4,3,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,-26.407598600854453,-4.559869593911624
5,4,4,4,3,1,0,0,0,0,8,0,3.25,3.75,3,1.8,2,2,5,1.8,5,2.5,5,2,2.8,3,3.6,6,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,7.954218107344622,11.7858931580889
2,4,5,4,1,0,1,0,0,0,6,0,1.25,1,1.25,1.8,1,1,4,0.8,2,1,1,2,1.6,1,1.4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,19.648303093784303,-4.052511880801651
5,3,2,2,1,0,0,1,0,0,7,0,1.25,1.75,1.5,2.2,2,2,1.5,1.8,3,1.75,2,1.5,2,2.3333333333333335,2.6,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,27.298071765940236,12.109482944225107
4,3,3,1,3,0,1,1,0,0,2,1,3,3,3.5,1.2,2.5,2,5.5,1.2,3,1.75,5,2.5,3,3.6666666666666665,4.4,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-1.9274459999360063,-20.905255227411487
9,4,5,2,4,0,0,0,0,1,2,1,3.25,4,3.75,2.6,4,4.333333333333333,3,2.8,5.5,3.25,6,2.5,5,3.6666666666666665,5.2,3,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-27.32693088157052,-6.602897720543922
2,1,6,2,2,1,0,0,0,0,5,1,2.5,3,3,2,2,2.3333333333333335,2.5,2,4,2.5,2,4,3.6,4,4.4,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-8.150610543153205,0.5703373917277959
2,2,2,2,1,1,0,0,0,0,9,0,1.75,2.5,1.5,3.8,2,4.333333333333333,3,2.2,6.5,3.75,3,4,3.4,2,4.6,5,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-4.2056840890113705,15.01321932616245
2,1,3,2,2,0,0,0,0,1,1,1,3,3.75,3,2,2,2,2,1.6,5,2,6,3,3,3,3.6,3,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,14.192808141456057,-16.13206456910204
6,2,5,3,2,0,0,1,0,0,6,0,3.25,3,2.5,2.2,3,2.3333333333333335,4.5,2.6,4.5,2.5,5,2.5,2.8,4.333333333333333,3.6,2,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-3.6967767911075726,-15.407252817730551
2,1,6,4,2,1,0,0,0,0,6,0,2.5,4,2.75,2.2,2,2.6666666666666665,1,1.6,3,2.75,5,2.5,2.6,2,5.2,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22.44158034391939,18.920268163777344
7,4,5,6,1,0,1,0,0,0,14,0,3.25,4,3.25,3.2,3,1.6666666666666667,3,1.6,3.5,2.75,5,3.5,3,3.6666666666666665,4.4,2,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1.5607174380825422,-33.743781229543984
3,3,4,4,1,0,0,1,0,0,12,0,1,2,1.5,1.4,1,1.3333333333333333,1.5,1.2,1.5,1.75,2,2,1.8,1,1.8,2,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,15.591339082752343,-5.913837305740274
2,3,3,4,2,1,0,0,0,0,9,0,2.75,3.75,1.75,3.4,3.5,3.6666666666666665,4,2.2,5,2,2,2.5,2.8,2.3333333333333335,3.4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,23.472430264485293,19.762241502784292
4,4,5,4,1,1,0,0,0,0,12,0,3,2.25,2,2.2,1,1,3,1.2,3,2,5,2,3,3.3333333333333335,4,6,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,8.212882651415438,7.682283171450853
4,3,1,4,1,0,1,0,0,0,4,0,3,3.75,3.25,1.8,1,2,2,1.6,3,1.75,3,2.5,2.8,3.6666666666666665,2.4,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,7.483967013906498,30.522408231973795
3,2,6,4,1,0,1,0,0,0,5,0,3.25,3.25,2.5,1,1,1,1,0.8,1.5,1,1,1,1,1,1.2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11.475699863527993,30.782982634052644
4,3,2,4,1,0,1,0,0,0,3,0,2.25,1.5,1.5,2.2,4,1.6666666666666667,1.5,2.2,4,2.75,5,2,4.2,4.333333333333333,4,2,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,9.082158008232497,-12.096184434466224
11,4,3,5,1,0,0,0,0,1,8,0,2.75,3.5,2.5,2.8,2,2.6666666666666665,3,2,5.5,2.25,6,3.5,4.4,4.333333333333333,3.8,6,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,-22.449658123921502,-0.7185669191093967
4,4,4,4,1,1,0,0,0,0,13,0,3,3.5,2.5,2.2,2,1.6666666666666667,3.5,1.8,3.5,2,4,3.5,3.2,4,3.2,4,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,6.45055473591391,10.276887982456584
3,4,5,4,3,1,0,0,0,0,9,1,2.75,2.25,1.25,1.8,1.5,1,2,1.2,3.5,2,5,2,3,4.333333333333333,3.2,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,22.43087706856441,-0.9052160264158319
5,3,5,4,3,1,0,0,0,0,13,0,3.25,3.5,3.5,2.6,1.5,1,3,1.2,2,1.75,4,3,3.4,3.6666666666666665,4,6,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,4.056606778189796,28.977089044077037
2,4,5,4,2,1,0,0,0,0,14,1,2.75,4,3.25,1.8,1.5,2,1.5,1,3,1.5,1,1.5,1.8,1.3333333333333333,1.6,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,24.196087557561395,14.479996065495296
7,4,4,3,2,1,0,0,0,0,7,1,2.75,3.25,3.5,1,1,1.3333333333333333,3.5,1.6,4,3.25,6,1,1.8,2.6666666666666665,2.4,6,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,9.180561031383535,10.68415085579654
6,2,3,3,1,0,0,0,0,1,9,0,3,1.5,2,2,2,2,2,1.4,1.5,1.25,1,2,2,2,2.4,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,13.61811097816404,-9.343262696614234
2,2,6,2,2,0,1,0,0,0,3,1,2.75,3,1.75,2.8,1,1,2,1.2,3.5,1,6,3.5,4.8,3.3333333333333335,2.4,6,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.174924139285101,-18.326363383104436
5,4,6,4,1,0,1,0,0,0,9,0,1.75,2.5,2,2,1,1.3333333333333333,2.5,1.4,2,1.25,3,1,2.6,1.6666666666666667,1.4,3,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,10.485393076608643,-11.044317586325867
2,1,6,3,2,1,0,0,0,0,5,1,2,3.25,2.75,2,2,2.3333333333333335,4,1.8,3.5,2.25,6,3,3.2,3,4.8,6,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,14.762381526654409,-15.625779487837407
2,4,5,2,2,1,0,0,0,0,4,0,2.5,3.25,2,2,1,1,4,1.4,4,2,5,3,5,5,3.4,6,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-1.1790681772027467,2.4868336581918666
2,4,6,2,2,0,1,0,0,0,12,0,3.25,4,3.25,1,1,1,1,1.6,3,2,2,3,3.8,3.6666666666666665,3.6,3,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,6.68523134313437,-15.675029132212934
2,4,4,3,2,1,0,0,0,0,7,0,2,3,2.25,1.8,1,1,4.5,1,1.5,1.75,4,1,1,1,2.2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,13.167954114934464,1.6354742871407177
5,3,4,5,2,1,0,0,0,0,6,0,2.75,3.25,1.75,2,1,1,3.5,0.8,1.5,1,6,1,1,1,1.2,6,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,13.40736216311527,3.5611929497189028
3,1,6,3,1,0,1,1,0,0,3,1,2.5,4,3,1,1,1,1,0.8,1.5,1,1,1,1.4,1,2.2,6,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,9.548184573180027,-14.577488273056034
5,4,3,4,1,0,1,0,0,0,11,0,1,1,1,1,1,1,5,0.8,1.5,1,3,1,1,1,1.2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,19.571750625253564,-3.9700078656592614
4,2,5,5,1,0,0,1,1,0,7,1,2,2,2,1.8,2,2,1.5,1.6,2.5,1.25,2,1.5,1.4,1.3333333333333333,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,15.467243638102213,-6.86677132329134
6,4,3,4,4,0,0,1,0,0,5,1,2.75,3.5,3.5,1.6,2,2.3333333333333335,3.5,2,4,1.75,5,2.5,3.6,2.3333333333333335,3.4,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,-2.6074059120541677,-7.263722429046945
9,2,6,2,1,0,0,0,0,1,4,1,3.25,3.25,4,2.4,1,1,2,2.8,6.5,3.5,3,3.5,3.8,2,3.2,6,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,-22.878914276867228,-11.347874786176144
3,3,4,4,2,0,0,1,1,0,12,0,1.75,1.25,1.25,1.4,1.5,1.3333333333333333,2,1.2,2.5,2,2,2,2.2,2.3333333333333335,2.6,3,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,17.22007232042395,-2.0137293194600536
3,3,5,4,1,0,1,0,0,0,9,0,1.75,1.75,1,2,2,2.6666666666666665,1.5,1.2,2,1.5,2,2,2,1.6666666666666667,2.4,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,13.500109956687458,-7.217026923295646
9,3,6,4,1,1,0,0,0,0,12,0,2.5,2.5,3.5,3.6,2,1.6666666666666667,2,2.2,4,2.25,6,2,3.4,3,3.2,6,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,-5.083704647554317,-3.5270576518283656
4,1,6,6,3,1,0,0,0,0,14,1,2.25,4,3.5,2.8,2,2,5.5,2.6,3.5,1.75,3,3.5,3.4,4.666666666666667,5.4,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-12.920715233787426,4.40126836034986
6,3,6,5,2,1,0,0,0,0,3,0,3.75,3.5,2.25,4.8,3,4,6,3.4,5,3.75,6,3.5,4,4.333333333333333,6.6,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-43.730277439966876,-0.15424122810992227
2,3,4,2,2,1,0,0,0,0,1,0,2.25,2.75,2.25,2.2,2,1.6666666666666667,5,1.2,2.5,2,5,3,2.6,3.3333333333333335,2.8,4,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,17.422363552594394,-15.075662500561002
