q1_age,q11_appnum,q12_freeapppc,q48_edu,q49_marital,q50r1_nochild,q50r2_inftod,q50r3_6_12,q50r4_13_17,q50r5_adult,q56_income,q57_mf,q13_visitfreq_social,q13_visitfreq_music,q13_visitfreq_video,q24_tech_posatt,q24_tech_enter,q24_tech_comm,q24_tech_negatv,q25_prsnlty_leader,q25_prsnlty_risk,q25_prsnlty_drive,q25_prsnlty_follower,q26_shopsavvy_bargain,q26_shopsavvy_brands,q26_shopsavvy_earn2spend,q26_shopsavvy_applover,q26_shopsavvy_children,q2_apple,q2_andriod,q2_windows,q2_tablet,q2_other,q4_use_music_apps,q4_use_tv_apps,q4_use_game_apps,q4_use_social_apps,q4_use_news_apps,q4_use_shop_apps,q4_use_none_apps,q54_white,q54_black,q54_asian,q54_hawai,q54_native,q54_other,q55_latino,X,Y
2,4,5,3,2,1,0,0,0,0,5,1,2.5,3.75,2.5,2.8,2,2.6666666666666665,1,1.2,2.5,2.75,5,2.5,3.4,2.6666666666666665,5,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.1975372860750433,27.42007890899456
2,3,5,4,2,1,0,0,0,0,10,1,3,3.5,2,2.8,2,1.3333333333333333,3,2.2,3.5,2.25,5,3.5,3.2,3.3333333333333335,3.6,6,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-3.093725567416018,7.357006764534115
6,3,6,3,1,0,0,0,0,1,12,1,3.25,2.75,2.5,3,1.5,2.6666666666666665,4.5,2,5,2,6,3,3.4,3.6666666666666665,5,4,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,-22.03584078927639,-8.259686595442021
2,4,4,4,2,1,0,0,0,0,5,0,4,3.25,2.5,3,3,3.6666666666666665,3,1.6,4,3.25,5,3,3,3.6666666666666665,2.6,6,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-7.158385636576403,2.3343063603787977
4,3,6,4,1,0,1,1,0,0,7,1,2.5,3.5,1.75,2.2,2.5,3.3333333333333335,1.5,2.6,5.5,3,4,3,4,4,4.4,3,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0.14923632936896927,-12.340383094046542
1,4,3,1,3,1,0,0,0,0,2,0,4,3.5,2.25,3.4,1,1,4.5,2.4,4.5,2.5,4,3,3.2,4,2.6,5,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,4.054483964562519,12.891854697348558
3,4,3,3,4,0,1,0,0,0,2,0,2.5,4,3.25,2.8,2.5,3,1.5,2.4,2.5,2.5,2,3.5,2.8,5,3.6,5,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,12.718721795540056,-19.158102836466107
5,3,6,4,2,1,0,0,0,0,9,1,2.25,2.5,3.25,2,2,2.3333333333333335,4,2.6,4.5,2.25,5,1.5,3.8,3,4.8,6,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-12.889263595871208,3.0564947817458092
3,1,5,3,1,0,1,1,0,0,7,0,2.75,2,2,2.6,3,3,4.5,2.2,4.5,2.75,5,3.5,5.4,5.333333333333333,5.8,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-5.0928211167143,-23.553439464445496
4,2,2,3,1,0,1,0,1,0,5,1,2,1.25,1.25,2.8,2.5,2.3333333333333335,3,1.6,3.5,2.25,2,1.5,1.4,1,2,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,10.685020522933161,-8.608744486283125
3,3,5,4,1,1,0,0,0,0,6,1,2.75,3.5,3.5,2.2,2.5,4.333333333333333,5.5,1.6,4,3,6,2.5,4.4,3.6666666666666665,5,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-10.19465722715009,6.425878187831078
2,2,6,3,2,1,0,0,0,0,7,0,3.25,3.25,2,2,1,1,6,0.8,2,1,5,2,3.6,3.6666666666666665,3.6,6,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1.8553227634788636,-0.34835157168938297
2,4,2,4,2,1,0,0,0,0,12,0,1.25,1.75,1.5,1.4,1.5,2,2,1,2,1.75,2,1.5,2,2.3333333333333335,2.4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,21.01801826626091,-3.460617944731749
6,4,3,3,1,0,1,0,0,0,11,0,3.25,3.25,3.25,2.6,2,1.6666666666666667,5,1.8,4.5,3,6,3.5,3.6,4.333333333333333,3.2,3,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3.4361157843112724,-14.9088218331402
2,4,5,4,2,1,0,0,0,0,5,0,2,2.5,2.25,2.8,1.5,2.6666666666666665,3.5,1.2,2,1.5,5,3.5,2.8,3,5,6,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,6.818999883436475,9.04773826388628
7,3,4,3,1,0,0,1,1,0,13,0,2.25,3.75,3,2.2,1.5,2.3333333333333335,5,1.8,5,3,6,2.5,4.6,4,4,2,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,16.289851942824416,8.16465358318628
4,4,2,2,1,0,0,1,1,0,10,1,2.75,2.5,1.75,1,1,1,1,1,2.5,2.25,3,1,1.4,2.3333333333333335,3,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,16.522148777445068,-1.9120558585719762
3,3,2,4,1,0,0,0,1,0,8,0,2,2.75,2,3.6,1.5,3,2,2,4,2.5,1,3,2,1.3333333333333333,2.6,3,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,15.626758829207576,-0.23468128526166784
2,4,3,6,2,1,0,0,0,0,8,0,2.75,4,3.25,1,2.5,1.3333333333333333,4,1.4,3,1.5,4,3.5,2,3,1.8,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4.934813550004442,-0.1682015127974534
4,4,5,6,2,1,0,0,0,0,7,0,3.25,3.25,1.75,2.6,2.5,2.3333333333333335,3.5,2,3.5,1,5,2,3,3.3333333333333335,4.6,4,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.9549664163450073,9.563960755735058
2,2,3,1,3,1,0,0,0,0,5,1,3.25,2.5,3.25,1,1,1.3333333333333333,1,2.2,5,2.25,3,3.5,3.6,2.6666666666666665,3,5,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,6.650531016762098,-1.120787127344137
3,4,6,5,1,1,0,0,0,0,12,0,3.25,2.5,2,3.2,1,2.3333333333333335,4,1.2,3,2.5,5,1.5,4.6,3.6666666666666665,3.4,6,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-2.562559969895283,-2.5168072446927727
9,1,2,3,1,0,0,0,1,0,9,0,4,2.75,3.25,4.4,4.5,2.3333333333333335,4,3.8,5.5,2,6,3.5,4,3.3333333333333335,5.4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.95318286255014,10.859879471808384
7,4,5,4,2,0,0,0,1,0,11,0,2,3.5,2.5,2.6,2,2,3.5,2.4,4,3.25,6,3.5,4.4,4,5.4,5,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,-19.427225777622752,9.71938440655523
4,4,4,6,2,1,0,0,0,0,14,0,1.75,2.5,2.75,2,2.5,2.6666666666666665,2,1.8,3.5,2.5,2,2.5,2,2,2.8,2,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,26.020644001419598,14.933984344973169
2,1,3,1,2,1,0,0,0,0,1,0,3.25,3.25,3.25,2.2,3,4.333333333333333,3,2,6.5,2.5,5,3.5,4.6,4,5.4,5,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,-2.920567759934345,24.700499348978823
2,3,4,3,2,1,0,0,0,0,5,1,2.5,2.75,2.75,1,1,1,1,0.8,1.5,1,1,1,1,1,1.2,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,13.807620705375156,-4.406320325714828
3,0,5,2,1,1,0,0,0,0,5,1,3.25,4,2.75,2.4,4.5,4,2.5,4,7.5,4.25,5,3.5,5.8,4,5.4,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-43.31683885860505,-0.3009567945298871
3,3,4,2,3,1,0,0,0,0,4,0,2.75,3.5,3.5,2.4,2,3,3.5,2.4,3.5,2,5,2.5,1.6,2.3333333333333335,3.2,5,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,15.615987054857678,-15.360704325234293
2,4,4,3,2,1,0,0,0,0,5,0,3,4,2.5,2.2,1.5,1.6666666666666667,2.5,2.4,5,3.25,3,3,4.4,3.3333333333333335,4.4,5,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,-0.5475157367785823,12.170618641837166
4,3,3,3,2,0,1,0,0,0,9,0,2.25,3.5,2.5,2.6,2.5,1,4,1.6,2.5,1.5,4,2,2.4,1.6666666666666667,2.4,3,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,4.508236981149745,-14.614502051994842
6,4,4,3,1,0,0,0,0,1,9,1,2.5,4,2.25,2.6,1,1,3,0.8,2,1.75,6,2,2.4,3,2.2,4,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-19.123438626597146,-12.966846627580857
3,3,5,3,2,1,0,0,0,0,5,1,3,3.25,1.5,2.4,2,2.3333333333333335,2.5,2.2,3.5,2.25,4,2.5,2.4,1.6666666666666667,2,2,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,7.544641596724649,-3.867135168513769
6,1,6,4,1,0,0,1,1,1,9,1,3.25,3.25,2.75,2,2,2.3333333333333335,3,2.8,5,3,6,2.5,3.4,3.6666666666666665,4.2,3,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-15.239772232444576,-11.675998628064521
2,2,6,3,1,1,0,0,0,0,1,1,1.5,3.25,2.5,1,2,4.333333333333333,1,3.8,6.5,4.75,6,6,1,2.6666666666666665,5.2,6,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-15.579789626186948,3.925182619595483
2,3,2,2,2,1,0,0,0,0,6,0,3.25,2.75,2.75,1,1,1,1,1.6,3.5,2.25,2,2,2.2,3,3,2,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,8.907880938942865,-0.8233289628540711
3,2,6,3,2,1,0,0,0,0,9,0,3.25,3.5,3.5,1.6,2.5,1.6666666666666667,2,2,5,3,5,2,3,3.3333333333333335,4.2,6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-17.5417643115631,12.230218907974034
2,4,3,3,3,1,0,0,0,0,1,0,1.5,3.25,2,3,1,1.3333333333333333,4,1.4,2.5,1.75,3,2.5,2,3,2.4,6,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,10.028420073814155,4.5669535542004915
2,4,5,4,2,0,1,0,0,0,4,0,2.75,4,1.5,2,2.5,1,3.5,1.2,3,2.25,4,2,2.2,4,2.2,3,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,6.977371727302354,-14.753263470099759
4,0,5,2,1,0,1,1,0,0,7,1,2.75,3.5,3.5,2.4,4,2.6666666666666665,2.5,3.2,6,2,5,2,3.6,3.6666666666666665,4.4,4,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-6.194951522781789,-21.097428726894606
4,4,3,4,2,1,0,0,0,0,5,0,3,2.75,2,2.4,2,2,5,2,4,3,5,3,4.2,4,2.8,5,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-0.34955968118296676,7.719725067660146
2,3,4,3,2,1,0,0,0,0,6,0,3,3.5,2.5,1.8,2,2,3.5,1.2,1.5,2,5,3,2.6,3.3333333333333335,1.6,3,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-7.064855684585191,19.45656030525096
3,4,2,6,1,1,0,0,0,0,9,0,2.75,3.25,2.5,2.8,1.5,1,4,1.2,2.5,1,6,5.5,5.4,4,4.2,5,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2.502243856634465,7.897121057624526
8,3,6,4,1,0,0,0,1,0,1,1,2.75,3.5,3.25,2.6,1.5,2.3333333333333335,5.5,2.6,4.5,2,6,4,5,4,4.6,3,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,-13.510725267540312,-12.336576699742055
3,4,4,3,2,1,0,0,0,0,12,0,2.75,3.5,1.75,1.4,1,1,4.5,1.2,2,3,6,2.5,1.2,1.6666666666666667,1.6,6,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,3.5978055637452497,2.079191728416397
9,4,2,4,1,0,0,0,0,1,14,0,3.5,3.75,2.25,3.2,2,1.6666666666666667,2.5,1.2,3,1.5,5,3.5,2.8,4,4.4,5,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,-22.503504749583524,-0.30871401644211993
3,3,6,4,1,0,1,0,0,0,11,1,3,3,2.5,3.2,1,4,5,1.6,3,1.75,3,1.5,2.8,2.6666666666666665,3.4,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,3.085536758863045,-21.883277522788507
3,4,4,2,2,1,0,0,0,0,7,0,2.25,3,2.5,2.4,2.5,1.6666666666666667,5,2.2,4,2.5,4,3,5,4.666666666666667,4.4,6,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-1.8741581324483305,3.631580530624198
3,3,5,4,2,1,0,0,0,0,6,0,3.5,4,3.25,3.4,1.5,2,3.5,2.4,4.5,3,4,3.5,4.4,4.333333333333333,4.6,6,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-11.741516660199524,2.3431273505837225
5,4,3,2,3,0,0,0,1,0,12,1,2.75,3.25,2.5,2,2,1.6666666666666667,2,1.4,3,3.25,4,3,4.6,4.333333333333333,4.4,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-10.018749291294625,-8.37710261566969
4,0,5,3,1,0,0,1,0,0,7,1,2.5,3.25,2.25,2,3,2.3333333333333335,3.5,3.2,4.5,1.75,6,2,5.4,4.333333333333333,5.8,2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-6.695532966605941,-18.355534407888914
7,4,4,6,4,0,0,0,0,1,11,0,2,2.75,1.75,2.2,1.5,1,6,1,2.5,1.5,6,3.5,1.2,1.6666666666666667,2,4,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,12.253371934840962,12.275031386568694
7,3,5,4,1,0,0,1,0,0,14,1,3,4,3,2.4,1.5,3,3.5,1.6,4,3,6,2,2.6,3.6666666666666665,4.4,4,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-5.386069084630832,-12.614160839713811
2,3,6,4,2,1,0,0,0,0,8,1,3.25,3.25,2.25,3.2,2,2.3333333333333335,4.5,2,3.5,1.75,5,3,2.2,3,4.2,6,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,-6.319461100217649,6.8455220254999505
7,3,6,4,2,1,0,0,0,0,7,0,3,2.5,2.5,3,2,1.6666666666666667,4,2.4,4.5,3,4,2.5,3.4,4.333333333333333,4.4,6,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,-8.582157221302358,-2.4410556120797056
5,3,4,3,1,1,0,0,0,0,7,1,3.25,2.25,2.75,1.8,1.5,1.3333333333333333,5,1.6,2.5,2,5,1.5,2.4,2.3333333333333335,2.2,5,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,6.512624401033487,1.336609538861712
4,2,5,2,4,0,0,1,0,0,6,0,3.5,3.25,3,3.6,2.5,3,3.5,2.6,5.5,3,5,3.5,3.4,3.6666666666666665,4.6,3,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,-8.922793418665544,-16.425182189914874
2,2,6,3,2,0,1,0,0,0,7,0,2.5,2.75,3.25,2.2,3,1.3333333333333333,3.5,2.4,7,2.25,3,2.5,2,2.6666666666666665,5.6,6,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,12.782227751386552,-16.216988703526585
3,2,6,3,2,1,0,0,0,0,11,1,3.25,3.25,2.25,3.4,3,2.6666666666666665,2.5,1.8,3,2.5,5,2,2,1.6666666666666667,3.2,6,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-6.779601504479828,0.1058319507055167
4,3,5,4,2,1,0,0,0,0,9,0,2.75,3,2.25,2.4,1,1,1.5,0.8,1.5,1,5,1,1,1,2,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,2.4088787678119004,-34.0408883674207
2,2,6,3,2,1,0,0,0,0,2,0,2.5,2.5,2.5,1,1,1,3.5,0.8,1.5,1.75,6,1,4,3.3333333333333335,1.8,6,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-1.0882155555655086,0.36738196035916987
2,3,5,3,2,1,0,0,0,0,9,0,2.25,3,2.25,2.4,2,3,1.5,2.2,4.5,3,3,2.5,2.8,4,4.8,6,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.1176573952341151,15.60092518250264
2,0,3,6,2,1,0,0,0,0,2,0,2,2,1.75,3.4,3,2.6666666666666665,4.5,2.8,6,3.25,4,3,3,3.3333333333333335,3.8,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-15.977009133434484,16.437530508121295
2,3,6,3,2,1,0,0,0,0,9,1,2.5,3.5,2.25,2.2,2,2.3333333333333335,6,1.6,4,2.75,5,2,2.6,2,4,6,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-4.080014427098684,-0.4271659488024662
3,2,6,3,2,0,1,0,0,0,2,1,3.25,3.5,2.75,2,2.5,3.3333333333333335,2,1.8,3.5,2.25,4,3.5,4,3,4.8,2,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,13.035521583012304,-17.560504129024867
2,3,3,3,3,0,1,0,0,0,6,1,2.75,3,2.5,1,1,1,1,0.8,2.5,1.25,3,1,1,2.3333333333333335,2.4,3,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,23.286218276768373,-10.783482790991805
1,2,6,1,2,1,0,0,0,0,11,1,2.5,4,3.25,2.4,5.5,4,3.5,1.8,3.5,2.5,4,4,4.2,3.6666666666666665,4.8,5,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-9.847381541545085,2.874874122668552
3,3,3,5,2,1,0,0,0,0,8,1,1.75,1.5,1,2,1.5,1.6666666666666667,2,1.4,3,2,1,2,1.4,1,1.8,3,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,22.325120081883465,-4.744089870220695
8,3,6,3,1,1,0,0,0,0,6,1,1.25,2.5,1.25,2.6,2,2,1.5,0.8,1.5,1,1,1,2.4,2.3333333333333335,1.4,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,28.250505053666526,14.088519757373383
6,4,5,2,2,0,0,0,0,1,7,0,3.25,3.25,3.25,2.4,2,1.6666666666666667,5.5,1.6,3,2,5,2,3.4,3.3333333333333335,3,6,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-19.823248592322937,-8.28889239700512
4,4,3,4,2,1,0,0,0,0,3,0,2,3,2.5,1.6,1.5,1.3333333333333333,3,1.6,3.5,2,1,3,1.8,1.3333333333333333,2.2,6,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,9.093981420762761,1.6370598241848828
5,0,2,3,1,0,1,0,0,0,7,1,2.75,3.5,2.75,2.6,2,2.3333333333333335,4,2.6,4.5,3,5,4,5.4,4.333333333333333,5.4,6,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-4.622455744381926,-23.308921860226693
9,4,5,4,1,1,0,0,0,0,14,0,4,4,4,2.4,1.5,1.6666666666666667,3,3,3.5,3.25,5,3.5,4,6,4.4,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-15.542118760251782,7.774681039674631
10,1,5,6,1,0,0,0,0,1,8,0,4,3,3,4.4,2.5,3.3333333333333335,3.5,2.2,4.5,2.5,4,3,3.8,4,4.6,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-25.87215007999497,-2.7715897973016594
3,4,3,3,2,1,0,0,0,0,5,0,2.5,3,1,1.4,1.5,2,4.5,3,6,3.75,2,1.5,3.6,3.3333333333333335,2.4,6,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1.938512137740862,14.550609285062217
3,3,4,4,2,1,0,0,0,0,7,0,2.75,2,1.5,2.6,2.5,2.6666666666666665,2,2.8,4.5,3.75,4,3,3.8,3,4,6,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,37.83649762729022,-0.6096657927969404
7,4,2,3,3,0,0,0,1,0,11,1,4,3.5,3.25,3.8,3.5,2.6666666666666665,3,2,4,1.25,6,3.5,3.4,3.3333333333333335,4.6,3,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,-13.176302379183765,-10.509155273262285
4,0,5,6,1,1,0,0,0,0,12,0,2.5,3.75,3.25,1.6,4.5,3.3333333333333335,1,1,2.5,1,3,6,6,6,7.2,3,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-6.113656052707464,15.253310687395855
11,4,4,4,1,0,0,0,0,1,12,0,1,3,3.5,1.2,1,1.3333333333333333,2,1.4,4,2.25,5,1,2.2,3.3333333333333335,2,6,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,-20.630090774949387,-14.32230006880057
2,3,2,5,2,1,0,0,0,0,8,0,2,3,2,3.2,3,3.3333333333333335,4,2.6,3.5,3,3,4,4.2,4,4.2,6,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-1.4254738688205355,15.8443257225274
4,3,3,4,1,0,1,0,0,0,4,1,3,3.5,2.75,2.4,2,2,2.5,2,4,2,4,3.5,3.6,3.3333333333333335,3.8,3,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,6.638865824542258,30.386588184418823
3,1,6,2,2,1,0,0,0,0,11,0,3.25,3.5,3.25,3.6,3.5,3.6666666666666665,5,2.6,4.5,3.75,5,3.5,5,4,5.6,5,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-13.632393493064242,5.664774283529968
4,4,3,5,2,1,0,0,0,0,6,1,2.25,2,1.75,2,2,2,2,2.4,5,2.75,2,3.5,4.6,3,4,6,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-0.7546231503086773,11.0856631784979
7,4,6,3,4,0,0,0,1,1,11,1,3.25,4,3.5,3,1,3.3333333333333335,6,1,2.5,1.5,6,2,4,3.6666666666666665,2.8,6,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,-15.783100986143493,-15.30694069709376
7,4,5,3,1,0,0,0,0,1,14,1,3.25,3.75,3.25,2.6,2,2,2.5,2.6,4.5,3,4,3,3.4,3.3333333333333335,4.2,2,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,-21.944186398105384,-11.336480574923893
3,3,6,4,1,0,1,1,0,0,12,1,3.25,3.5,2.25,2.6,3.5,3.6666666666666665,2,2.8,2,3.75,3,1.5,2.8,3.3333333333333335,4.2,6,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.6518017344221452,-19.85518999318894
3,4,5,4,2,1,0,0,0,0,6,0,1.75,3.75,2,2.8,2,2,5,3.4,5,3,3,3,4.2,5,4.6,6,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2.203868115816845,14.016319462953371
2,3,6,3,3,1,0,0,0,0,7,0,3.75,3,1.75,3,2.5,3.3333333333333335,4,2.4,4.5,3.25,4,4.5,3.4,3,3.8,4,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,-3.7840388410459096,12.760007846421228
7,3,6,5,1,0,0,0,0,1,14,0,3.25,4,3.5,2.4,1.5,2.6666666666666665,2.5,1.8,2.5,2.5,5,3,2.8,4,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2.611762713314845,30.17545914000574
10,4,3,4,1,0,0,0,1,0,14,0,2.5,3.5,3.25,2.8,2,1.3333333333333333,2.5,1,2.5,2.5,5,2.5,2.6,2.6666666666666665,4,4,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,-16.813278089007273,-2.61294807330879
6,3,3,4,1,0,0,1,0,0,13,1,2.5,3.25,1.75,2.6,1,1.3333333333333333,3.5,3,5,2,3,4,4.2,4.666666666666667,5.4,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-3.7420351491618717,-11.156019136973422
9,3,3,3,1,0,0,0,0,1,5,0,3.25,4,3.25,3.8,2.5,1.6666666666666667,5,1.6,3.5,3.5,5,3.5,2.8,3.6666666666666665,3.2,6,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,-25.00563547856792,-0.31930436211398194
3,1,3,4,2,0,0,0,1,0,5,0,1,2.25,1.5,2.4,1.5,2.6666666666666665,2,1.4,2,2.5,2,3,2,2,2.2,2,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,24.92279443960015,12.491386613337733
5,4,6,4,3,1,0,0,0,0,11,0,2.5,2,1.75,1.4,1,1.3333333333333333,2,1.6,3,2,4,1,1,2,2.2,6,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,13.213978189327845,3.846775479001113
2,4,4,4,2,1,0,0,0,0,3,0,2,4,2.5,2.8,1,1,4,1.4,2.5,2.25,4,2.5,1,2,1.6,6,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,13.505878550780007,3.0110057128791263
4,4,5,4,3,1,0,0,0,0,9,1,3.25,3.25,3,1.8,2,3.3333333333333335,5.5,3.4,5.5,2.75,5,2,3.8,2.3333333333333335,3.4,6,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,-1.4573349285423596,10.229045252479132
3,3,5,3,1,0,1,1,0,0,7,1,2.5,2.75,2.75,1.6,1,1,3,1.2,2.5,1.75,6,1.5,2.2,2,2.2,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,8.858653867179921,-13.894820500496055
2,2,6,4,2,1,0,0,0,0,1,0,3.25,3.25,3.5,2.4,1.5,2,3,1.4,4,1.75,5,2,3.2,4.333333333333333,4.4,5,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-3.3730877437053377,0.4674612456971766
5,4,2,4,1,0,0,0,1,0,8,0,2.5,2.5,1.75,1,1,1,1.5,1,2,2.75,1,1.5,1.8,2,1.2,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,12.191016499148272,-8.092900035271715
3,4,5,4,1,1,0,0,0,0,4,0,2.25,3,1.75,3.2,1,1,3.5,0.8,3,2.75,5,5.5,5,4.333333333333333,4.2,2,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,5.404003654371995,24.120086300166694
